comment_text,original_line,field_count,clean_text,sentiment,confidence,topic,emotions,anger,disgust,fear,joy,neutral,sadness,surprise,anger_linguistic,disgust_linguistic,fear_linguistic,joy_linguistic,neutral_linguistic,sadness_linguistic,surprise_linguistic,anger_sentence_count,disgust_sentence_count,fear_sentence_count,joy_sentence_count,neutral_sentence_count,sadness_sentence_count,surprise_sentence_count,dominant_emotion
@gameoftomes14,2,7,gameoftomes,neutral,0.7128307223320007,6,"{'anger': 0.007760306820273399, 'disgust': 0.003840235061943531, 'fear': 0.00674330024048686, 'joy': 0.028738508000969887, 'neutral': 0.798920214176178, 'sadness': 0.028886089101433754, 'surprise': 0.125111386179924}",0.007760306820273399,0.003840235061943531,0.00674330024048686,0.028738508000969887,0.798920214176178,0.028886089101433754,0.125111386179924,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@curtisthomas-eg4th,3,7,curtisthomasegth,neutral,0.892511248588562,0,"{'anger': 0.01145080104470253, 'disgust': 0.004146782215684652, 'fear': 0.005178689956665039, 'joy': 0.020215267315506935, 'neutral': 0.8078364729881287, 'sadness': 0.02042902074754238, 'surprise': 0.13074295222759247}",0.01145080104470253,0.004146782215684652,0.005178689956665039,0.020215267315506935,0.8078364729881287,0.02042902074754238,0.13074295222759247,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@steveconnolly1617,4,7,steveconnolly,neutral,0.8312307000160217,0,"{'anger': 0.012046943418681622, 'disgust': 0.0064338380470871925, 'fear': 0.007018876727670431, 'joy': 0.047793854027986526, 'neutral': 0.8047638535499573, 'sadness': 0.05340597778558731, 'surprise': 0.06853669136762619}",0.012046943418681622,0.0064338380470871925,0.007018876727670431,0.047793854027986526,0.8047638535499573,0.05340597778558731,0.06853669136762619,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@mr.freemans6thgrademathclass,5,7,mrfreemansthgrademathclass,neutral,0.8608817458152771,-1,"{'anger': 0.008811033330857754, 'disgust': 0.0036006520967930555, 'fear': 0.019579267129302025, 'joy': 0.054116908460855484, 'neutral': 0.8020192980766296, 'sadness': 0.03547368571162224, 'surprise': 0.07639917731285095}",0.008811033330857754,0.0036006520967930555,0.019579267129302025,0.054116908460855484,0.8020192980766296,0.03547368571162224,0.07639917731285095,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@themineralmonsters,36,7,themineralmonsters,neutral,0.8023821115493774,-1,"{'anger': 0.0047650993801653385, 'disgust': 0.0011842253152281046, 'fear': 0.002464363584294915, 'joy': 0.2239532172679901, 'neutral': 0.6418581604957581, 'sadness': 0.040822289884090424, 'surprise': 0.0849526897072792, 'fear_linguistic': 1.0, 'fear_sentence_count': 1}",0.0047650993801653385,0.0011842253152281046,0.002464363584294915,0.2239532172679901,0.6418581604957581,0.040822289884090424,0.0849526897072792,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,fear
@user-chumbuck3t,39,7,userchumbuckt,neutral,0.7337480187416077,-1,"{'anger': 0.070701003074646, 'disgust': 0.0846407487988472, 'fear': 0.004881392698734999, 'joy': 0.011275122873485088, 'neutral': 0.21654991805553436, 'sadness': 0.20478828251361847, 'surprise': 0.40716350078582764}",0.070701003074646,0.0846407487988472,0.004881392698734999,0.011275122873485088,0.21654991805553436,0.20478828251361847,0.40716350078582764,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,surprise
@FelicityRai,47,7,felicityrai,neutral,0.8720994591712952,0,"{'anger': 0.014372709207236767, 'disgust': 0.004190238658338785, 'fear': 0.012335250154137611, 'joy': 0.07358939945697784, 'neutral': 0.7286617755889893, 'sadness': 0.042210835963487625, 'surprise': 0.12463968992233276}",0.014372709207236767,0.004190238658338785,0.012335250154137611,0.07358939945697784,0.7286617755889893,0.042210835963487625,0.12463968992233276,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@PetarraTimothy,54,7,petarratimothy,neutral,0.7869595289230347,2,"{'anger': 0.007929982617497444, 'disgust': 0.003894032910466194, 'fear': 0.004063565284013748, 'joy': 0.030388295650482178, 'neutral': 0.8389569520950317, 'sadness': 0.029421238228678703, 'surprise': 0.08534584939479828}",0.007929982617497444,0.003894032910466194,0.004063565284013748,0.030388295650482178,0.8389569520950317,0.029421238228678703,0.08534584939479828,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@HealthcareDecade,55,7,healthcaredecade,neutral,0.7558576464653015,-1,"{'anger': 0.004593972582370043, 'disgust': 0.0010218988172709942, 'fear': 0.0019020942272618413, 'joy': 0.056773483753204346, 'neutral': 0.8417173624038696, 'sadness': 0.028600160032510757, 'surprise': 0.06539101153612137, 'love_linguistic': 1.0, 'love_sentence_count': 1}",0.004593972582370043,0.0010218988172709942,0.0019020942272618413,0.056773483753204346,0.8417173624038696,0.028600160032510757,0.06539101153612137,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
687.00 salary in trust,67,2,salary trust,neutral,0.7450889945030212,1,"{'anger': 0.023600339889526367, 'disgust': 0.022513439878821373, 'fear': 0.4159975051879883, 'joy': 0.03903583437204361, 'neutral': 0.31162044405937195, 'sadness': 0.18113592267036438, 'surprise': 0.006096477620303631}",0.023600339889526367,0.022513439878821373,0.4159975051879883,0.03903583437204361,0.31162044405937195,0.18113592267036438,0.006096477620303631,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,fear
@KomericanMom,76,5,komericanmom,neutral,0.8474658727645874,7,"{'anger': 0.0067631518468260765, 'disgust': 0.0009650366846472025, 'fear': 0.0028251255862414837, 'joy': 0.06535347551107407, 'neutral': 0.7834186553955078, 'sadness': 0.01900671422481537, 'surprise': 0.12166783213615417}",0.0067631518468260765,0.0009650366846472025,0.0028251255862414837,0.06535347551107407,0.7834186553955078,0.01900671422481537,0.12166783213615417,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
"you are equally ignorant.,,XlnspY2wOVw",77,2,equally ignorantxlnspywovw,negative,0.8537814617156982,1,"{'anger': 0.03452346846461296, 'disgust': 0.0211565513163805, 'fear': 0.00811383593827486, 'joy': 0.014419009909033775, 'neutral': 0.5443428158760071, 'sadness': 0.08357369899749756, 'surprise': 0.29387056827545166}",0.03452346846461296,0.0211565513163805,0.00811383593827486,0.014419009909033775,0.5443428158760071,0.08357369899749756,0.29387056827545166,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@EnthusiasticTent-xt8fh,80,7,enthusiastictentxtfh,neutral,0.7650495767593384,3,"{'anger': 0.041710253804922104, 'disgust': 0.03718920424580574, 'fear': 0.05532713234424591, 'joy': 0.018326664343476295, 'neutral': 0.7312968969345093, 'sadness': 0.04841325059533119, 'surprise': 0.06773655116558075, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.041710253804922104,0.03718920424580574,0.05532713234424591,0.018326664343476295,0.7312968969345093,0.04841325059533119,0.06773655116558075,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,neutral
@lyricalcomplexity,84,7,lyricalcomplexity,neutral,0.7478647232055664,0,"{'anger': 0.04202058166265488, 'disgust': 0.021795865148305893, 'fear': 0.015485838986933231, 'joy': 0.022633764892816544, 'neutral': 0.6877349615097046, 'sadness': 0.03575669601559639, 'surprise': 0.17457230389118195}",0.04202058166265488,0.021795865148305893,0.015485838986933231,0.022633764892816544,0.6877349615097046,0.03575669601559639,0.17457230389118195,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@KathrynTanner-t8f,90,7,kathryntannertf,neutral,0.8966749906539917,0,"{'anger': 0.008981524035334587, 'disgust': 0.003864176804199815, 'fear': 0.00407442869618535, 'joy': 0.03228049725294113, 'neutral': 0.8131192922592163, 'sadness': 0.04162251576781273, 'surprise': 0.09605753421783447}",0.008981524035334587,0.003864176804199815,0.00407442869618535,0.03228049725294113,0.8131192922592163,0.04162251576781273,0.09605753421783447,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
US is beefing up its military strength. so,92,3,beefing military strength,neutral,0.8084144592285156,1,"{'anger': 0.0776538997888565, 'disgust': 0.05616699531674385, 'fear': 0.0030460432171821594, 'joy': 0.31807512044906616, 'neutral': 0.5158938765525818, 'sadness': 0.011526746675372124, 'surprise': 0.01763731613755226}",0.0776538997888565,0.05616699531674385,0.0030460432171821594,0.31807512044906616,0.5158938765525818,0.011526746675372124,0.01763731613755226,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@edthewarpig,115,7,edthewarpig,neutral,0.7399701476097107,-1,"{'anger': 0.005056912545114756, 'disgust': 0.0021912413649260998, 'fear': 0.002665387699380517, 'joy': 0.04742834344506264, 'neutral': 0.7474473714828491, 'sadness': 0.047075457870960236, 'surprise': 0.14813530445098877}",0.005056912545114756,0.0021912413649260998,0.002665387699380517,0.04742834344506264,0.7474473714828491,0.047075457870960236,0.14813530445098877,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
students often consume unhealthy meals. I have observed school lunches being processed from cans and tubes,118,3,students often consume unhealthy meals observed school lunches processed cans tubes,negative,0.6912427544593811,1,"{'anger': 0.009626343846321106, 'disgust': 0.9614578485488892, 'fear': 0.0031900363974273205, 'joy': 0.0006743125268258154, 'neutral': 0.011462204158306122, 'sadness': 0.01082820724695921, 'surprise': 0.002761087380349636, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.009626343846321106,0.9614578485488892,0.0031900363974273205,0.0006743125268258154,0.011462204158306122,0.01082820724695921,0.002761087380349636,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,disgust
@foxloop3785,122,7,foxloop,neutral,0.7300169467926025,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger
@OneTrueKing23,130,7,onetrueking,neutral,0.6048009395599365,-1,"{'anger': 0.009294247254729271, 'disgust': 0.002028663642704487, 'fear': 0.006284416653215885, 'joy': 0.03374361991882324, 'neutral': 0.8673082590103149, 'sadness': 0.021237632259726524, 'surprise': 0.0601031593978405, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.009294247254729271,0.002028663642704487,0.006284416653215885,0.03374361991882324,0.8673082590103149,0.021237632259726524,0.0601031593978405,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,neutral
@bofuthereturn,135,7,bofuthereturn,neutral,0.6933666467666626,0,"{'anger': 0.009393233805894852, 'disgust': 0.0028758991975337267, 'fear': 0.00282748369500041, 'joy': 0.01389258448034525, 'neutral': 0.8880385756492615, 'sadness': 0.019888151437044144, 'surprise': 0.06308403611183167}",0.009393233805894852,0.0028758991975337267,0.00282748369500041,0.01389258448034525,0.8880385756492615,0.019888151437044144,0.06308403611183167,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@brucevisser-johnston,142,7,brucevisserjohnston,neutral,0.8755418062210083,0,"{'anger': 0.008230101317167282, 'disgust': 0.0028146770782768726, 'fear': 0.0037757633253932, 'joy': 0.04162828251719475, 'neutral': 0.7990612387657166, 'sadness': 0.06359044462442398, 'surprise': 0.0808994323015213}",0.008230101317167282,0.0028146770782768726,0.0037757633253932,0.04162828251719475,0.7990612387657166,0.06359044462442398,0.0808994323015213,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@cowboyPinoy1969,153,7,cowboypinoy,neutral,0.761167585849762,6,"{'anger': 0.009473200887441635, 'disgust': 0.001287464634515345, 'fear': 0.003355578053742647, 'joy': 0.07952605187892914, 'neutral': 0.7474312782287598, 'sadness': 0.023985549807548523, 'surprise': 0.13494087755680084}",0.009473200887441635,0.001287464634515345,0.003355578053742647,0.07952605187892914,0.7474312782287598,0.023985549807548523,0.13494087755680084,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@creativesource3514,157,7,creativesource,neutral,0.7759380340576172,4,"{'anger': 0.026925308629870415, 'disgust': 0.004223213531076908, 'fear': 0.003571421606466174, 'joy': 0.15104196965694427, 'neutral': 0.7595577836036682, 'sadness': 0.017716040834784508, 'surprise': 0.036964304745197296}",0.026925308629870415,0.004223213531076908,0.003571421606466174,0.15104196965694427,0.7595577836036682,0.017716040834784508,0.036964304745197296,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@thatrandomguyontheinternet2477,170,5,thatrandomguyontheinternet,neutral,0.7894711494445801,1,"{'anger': 0.006749357562512159, 'disgust': 0.0010568590369075537, 'fear': 0.0022327802143990993, 'joy': 0.04286649823188782, 'neutral': 0.7144988775253296, 'sadness': 0.04093928635120392, 'surprise': 0.19165632128715515}",0.006749357562512159,0.0010568590369075537,0.0022327802143990993,0.04286649823188782,0.7144988775253296,0.04093928635120392,0.19165632128715515,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
"pay them a living wage for what they do.,,XlnspY2wOVw",179,2,pay living wage doxlnspywovw,neutral,0.6823280453681946,0,"{'anger': 0.011955218389630318, 'disgust': 0.0022589864674955606, 'fear': 0.0025334469974040985, 'joy': 0.044280003756284714, 'neutral': 0.74517422914505, 'sadness': 0.0881645604968071, 'surprise': 0.10563361644744873}",0.011955218389630318,0.0022589864674955606,0.0025334469974040985,0.044280003756284714,0.74517422914505,0.0881645604968071,0.10563361644744873,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@patrickgforsyth,185,7,patrickgforsyth,neutral,0.7757949829101562,2,"{'anger': 0.00606887461617589, 'disgust': 0.0022004295606166124, 'fear': 0.003241725033149123, 'joy': 0.05996285751461983, 'neutral': 0.7862539887428284, 'sadness': 0.07031089067459106, 'surprise': 0.07196123152971268}",0.00606887461617589,0.0022004295606166124,0.003241725033149123,0.05996285751461983,0.7862539887428284,0.07031089067459106,0.07196123152971268,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@thedarkestdim,197,7,thedarkestdim,neutral,0.7538370490074158,3,"{'anger': 0.006560554262250662, 'disgust': 0.003065152559429407, 'fear': 0.0042236302979290485, 'joy': 0.023721668869256973, 'neutral': 0.8630218505859375, 'sadness': 0.026167668402194977, 'surprise': 0.07323939353227615, 'fear_linguistic': 1.0, 'fear_sentence_count': 1}",0.006560554262250662,0.003065152559429407,0.0042236302979290485,0.023721668869256973,0.8630218505859375,0.026167668402194977,0.07323939353227615,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,neutral
@TheManeverydayness,216,7,themaneverydayness,neutral,0.7542391419410706,3,"{'anger': 0.022515101358294487, 'disgust': 0.0025744372978806496, 'fear': 0.014604965224862099, 'joy': 0.18732689321041107, 'neutral': 0.37393632531166077, 'sadness': 0.23404163122177124, 'surprise': 0.16500060260295868}",0.022515101358294487,0.0025744372978806496,0.014604965224862099,0.18732689321041107,0.37393632531166077,0.23404163122177124,0.16500060260295868,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@Timesowimey,220,7,timesowimey,neutral,0.6962518095970154,-1,"{'anger': 0.003905954072251916, 'disgust': 0.0012090709060430527, 'fear': 0.0028508342802524567, 'joy': 0.04573666676878929, 'neutral': 0.6323543787002563, 'sadness': 0.11039554327726364, 'surprise': 0.20354759693145752}",0.003905954072251916,0.0012090709060430527,0.0028508342802524567,0.04573666676878929,0.6323543787002563,0.11039554327726364,0.20354759693145752,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@Curved4Health,229,7,curvedhealth,neutral,0.823458731174469,5,"{'anger': 0.0069865090772509575, 'disgust': 0.0012522083707153797, 'fear': 0.004414222668856382, 'joy': 0.030164318159222603, 'neutral': 0.8181864619255066, 'sadness': 0.054301921278238297, 'surprise': 0.08469438552856445}",0.0069865090772509575,0.0012522083707153797,0.004414222668856382,0.030164318159222603,0.8181864619255066,0.054301921278238297,0.08469438552856445,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@EternallyRound,230,7,eternallyround,neutral,0.6691961884498596,-1,"{'anger': 0.018597131595015526, 'disgust': 0.007862049154937267, 'fear': 0.018026839941740036, 'joy': 0.01831260696053505, 'neutral': 0.3327919542789459, 'sadness': 0.18685132265090942, 'surprise': 0.41755807399749756}",0.018597131595015526,0.007862049154937267,0.018026839941740036,0.01831260696053505,0.3327919542789459,0.18685132265090942,0.41755807399749756,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,surprise
and too popular falsities such as unicorns,232,5,popular falsities unicorns,negative,0.5812927484512329,6,"{'anger': 0.13804417848587036, 'disgust': 0.17903397977352142, 'fear': 0.0040022265166044235, 'joy': 0.011537696234881878, 'neutral': 0.5789740085601807, 'sadness': 0.05092661455273628, 'surprise': 0.03748132660984993}",0.13804417848587036,0.17903397977352142,0.0040022265166044235,0.011537696234881878,0.5789740085601807,0.05092661455273628,0.03748132660984993,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@ChatGSPgirl,239,5,chatgspgirl,neutral,0.719270646572113,1,"{'anger': 0.003502840641885996, 'disgust': 0.0008521467098034918, 'fear': 0.001664558658376336, 'joy': 0.05203758552670479, 'neutral': 0.7755478024482727, 'sadness': 0.04940911754965782, 'surprise': 0.11698595434427261}",0.003502840641885996,0.0008521467098034918,0.001664558658376336,0.05203758552670479,0.7755478024482727,0.04940911754965782,0.11698595434427261,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
the stories we read or the math word problems we give assume a level of real-world experience that many of today’s children just don’t have. How many middle schoolers today truly know how to tell time—not just digitally,241,8,stories read math word problems give assume level realworld experience many todays children dont many middle schoolers today truly know tell timenot digitally,neutral,0.5244559645652771,0,"{'anger': 0.010812940075993538, 'disgust': 0.0016059360932558775, 'fear': 0.017742257565259933, 'joy': 0.009917293675243855, 'neutral': 0.5334910750389099, 'sadness': 0.019569382071495056, 'surprise': 0.4068610668182373, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.010812940075993538,0.0016059360932558775,0.017742257565259933,0.009917293675243855,0.5334910750389099,0.019569382071495056,0.4068610668182373,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,neutral
@thepanda1044,254,7,thepanda,neutral,0.7370503544807434,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger
@CandaceDreamer,259,5,candacedreamer,neutral,0.7853089570999146,7,"{'anger': 0.007290229666978121, 'disgust': 0.0021373010240495205, 'fear': 0.006392243783921003, 'joy': 0.02538224682211876, 'neutral': 0.8399854302406311, 'sadness': 0.02339438535273075, 'surprise': 0.09541802853345871}",0.007290229666978121,0.0021373010240495205,0.006392243783921003,0.02538224682211876,0.8399854302406311,0.02339438535273075,0.09541802853345871,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
another issue is the the inclusive classroom and no child left behind. It’s a lot in a teacher to have to figure out how to help the students who are lower learners and teaching higher learners at the same time,260,3,another issue inclusive classroom child left behind lot teacher figure help students lower learners teaching higher learners time,negative,0.49645063281059265,-1,"{'anger': 0.020522315055131912, 'disgust': 0.01658707670867443, 'fear': 0.023985065519809723, 'joy': 0.014455672353506088, 'neutral': 0.8040665984153748, 'sadness': 0.09608397632837296, 'surprise': 0.02429926209151745, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.020522315055131912,0.01658707670867443,0.023985065519809723,0.014455672353506088,0.8040665984153748,0.09608397632837296,0.02429926209151745,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,neutral
you can move on up. If not,261,4,move,neutral,0.8282567262649536,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger
@DarylSolis,265,7,darylsolis,neutral,0.7914922833442688,2,"{'anger': 0.00796423014253378, 'disgust': 0.0069926027208566666, 'fear': 0.0038954990450292826, 'joy': 0.028120923787355423, 'neutral': 0.8497386574745178, 'sadness': 0.036898817867040634, 'surprise': 0.06638931483030319}",0.00796423014253378,0.0069926027208566666,0.0038954990450292826,0.028120923787355423,0.8497386574745178,0.036898817867040634,0.06638931483030319,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@AIandComputerUse-nw6lc,267,7,aiandcomputerusenwlc,neutral,0.842240571975708,1,"{'anger': 0.010149373672902584, 'disgust': 0.0025173299945890903, 'fear': 0.0070121632888913155, 'joy': 0.03450176864862442, 'neutral': 0.7436943054199219, 'sadness': 0.04358214884996414, 'surprise': 0.1585429459810257}",0.010149373672902584,0.0025173299945890903,0.0070121632888913155,0.03450176864862442,0.7436943054199219,0.04358214884996414,0.1585429459810257,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@Fotosynthesis858,274,7,fotosynthesis,neutral,0.728483259677887,1,"{'anger': 0.051707785576581955, 'disgust': 0.03354331851005554, 'fear': 0.013370999135077, 'joy': 0.045416396111249924, 'neutral': 0.7559213638305664, 'sadness': 0.035383567214012146, 'surprise': 0.0646565780043602}",0.051707785576581955,0.03354331851005554,0.013370999135077,0.045416396111249924,0.7559213638305664,0.035383567214012146,0.0646565780043602,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
but are NOT USEFUL ANYMORE,277,2,useful anymore,negative,0.85113525390625,-1,"{'anger': 0.35243716835975647, 'disgust': 0.267962247133255, 'fear': 0.006993092130869627, 'joy': 0.007418520282953978, 'neutral': 0.24844126403331757, 'sadness': 0.10567791014909744, 'surprise': 0.01106978114694357}",0.35243716835975647,0.267962247133255,0.006993092130869627,0.007418520282953978,0.24844126403331757,0.10567791014909744,0.01106978114694357,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger
@cathiehutcheson6556,287,7,cathiehutcheson,neutral,0.8604036569595337,-1,"{'anger': 0.011218185536563396, 'disgust': 0.004469528794288635, 'fear': 0.006734610069543123, 'joy': 0.033350344747304916, 'neutral': 0.7583097815513611, 'sadness': 0.10180330276489258, 'surprise': 0.08411425352096558}",0.011218185536563396,0.004469528794288635,0.006734610069543123,0.033350344747304916,0.7583097815513611,0.10180330276489258,0.08411425352096558,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@hersheyp3807,293,7,hersheyp,neutral,0.6634670495986938,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger
schools couldn't support the STEM teachers,313,4,schools couldnt support stem teachers,negative,0.5557922720909119,-1,"{'anger': 0.02280152030289173, 'disgust': 0.018710041418671608, 'fear': 0.006197791080921888, 'joy': 0.0017500178655609488, 'neutral': 0.17785441875457764, 'sadness': 0.7506891489028931, 'surprise': 0.021997056901454926}",0.02280152030289173,0.018710041418671608,0.006197791080921888,0.0017500178655609488,0.17785441875457764,0.7506891489028931,0.021997056901454926,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,sadness
so they invest the least amount of money they can. College education,315,7,invest least amount money college education,neutral,0.48680177330970764,7,"{'anger': 0.011554178781807423, 'disgust': 0.013252926990389824, 'fear': 0.01907094195485115, 'joy': 0.011796511709690094, 'neutral': 0.8919016718864441, 'sadness': 0.04617583006620407, 'surprise': 0.006247997283935547}",0.011554178781807423,0.013252926990389824,0.01907094195485115,0.011796511709690094,0.8919016718864441,0.04617583006620407,0.006247997283935547,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@BiggestRetardInTheWorld,316,7,biggestretardintheworld,negative,0.8125308156013489,2,"{'anger': 0.015532951802015305, 'disgust': 0.001735299127176404, 'fear': 0.007432367652654648, 'joy': 0.03310607001185417, 'neutral': 0.5504609942436218, 'sadness': 0.05186204984784126, 'surprise': 0.33987027406692505}",0.015532951802015305,0.001735299127176404,0.007432367652654648,0.03310607001185417,0.5504609942436218,0.05186204984784126,0.33987027406692505,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@StrawberryShortcake12335,317,7,strawberryshortcake,neutral,0.7761620879173279,5,"{'anger': 0.014614587649703026, 'disgust': 0.0031511036213487387, 'fear': 0.002147582359611988, 'joy': 0.21031102538108826, 'neutral': 0.5957456827163696, 'sadness': 0.04487325996160507, 'surprise': 0.12915676832199097}",0.014614587649703026,0.0031511036213487387,0.002147582359611988,0.21031102538108826,0.5957456827163696,0.04487325996160507,0.12915676832199097,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@laglendareed8086,319,7,laglendareed,neutral,0.7915722727775574,4,"{'anger': 0.01238369569182396, 'disgust': 0.0034419812727719545, 'fear': 0.005251310765743256, 'joy': 0.03686514124274254, 'neutral': 0.7856414318084717, 'sadness': 0.058833252638578415, 'surprise': 0.09758317470550537}",0.01238369569182396,0.0034419812727719545,0.005251310765743256,0.03686514124274254,0.7856414318084717,0.058833252638578415,0.09758317470550537,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@JustADreamerLuv,326,5,justadreamerluv,positive,0.6825674772262573,0,"{'anger': 0.003121614456176758, 'disgust': 0.000754598353523761, 'fear': 0.0018960797460749745, 'joy': 0.02816769666969776, 'neutral': 0.8818511366844177, 'sadness': 0.02540472336113453, 'surprise': 0.05880420282483101}",0.003121614456176758,0.000754598353523761,0.0018960797460749745,0.02816769666969776,0.8818511366844177,0.02540472336113453,0.05880420282483101,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@rasputtinbarthalamue487,331,7,rasputtinbarthalamue,neutral,0.768379271030426,1,"{'anger': 0.013531849719583988, 'disgust': 0.005185665562748909, 'fear': 0.003068724414333701, 'joy': 0.012714354321360588, 'neutral': 0.8849552869796753, 'sadness': 0.020862678065896034, 'surprise': 0.05968146771192551}",0.013531849719583988,0.005185665562748909,0.003068724414333701,0.012714354321360588,0.8849552869796753,0.020862678065896034,0.05968146771192551,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@AnhTuPhucDerrickHoangCanada,335,7,anhtuphucderrickhoangcanada,neutral,0.8575971722602844,1,"{'anger': 0.0072317267768085, 'disgust': 0.0015064955223351717, 'fear': 0.004602476488798857, 'joy': 0.028937779366970062, 'neutral': 0.823397696018219, 'sadness': 0.02849113568663597, 'surprise': 0.10583272576332092}",0.0072317267768085,0.0015064955223351717,0.004602476488798857,0.028937779366970062,0.823397696018219,0.02849113568663597,0.10583272576332092,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@EternallyRound,337,7,eternallyround,neutral,0.6691961884498596,6,"{'anger': 0.018597131595015526, 'disgust': 0.007862049154937267, 'fear': 0.018026839941740036, 'joy': 0.01831260696053505, 'neutral': 0.3327919542789459, 'sadness': 0.18685132265090942, 'surprise': 0.41755807399749756}",0.018597131595015526,0.007862049154937267,0.018026839941740036,0.01831260696053505,0.3327919542789459,0.18685132265090942,0.41755807399749756,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,surprise
